,idx,target,captions,path
1109,1109,44,araffe sitting on the ground with its wings spread out,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0010_44112.jpg
1110,1110,44,there is a bird that is sitting on the grass by the cliff,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0058_44114.jpg
1111,1111,44,there is a bird that is flying over the water,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0095_43860.jpg
1112,1112,44,there is a bird flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0083_43618.jpg
1113,1113,44,there is a white bird sitting in a metal sink,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0076_43893.jpg
1114,1114,44,there is a bird flying over the ocean with a wave in the background,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0014_43895.jpg
1115,1115,44,arafed bird floating on the water with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0061_43653.jpg
1116,1116,44,there is a white bird floating on the water with its head above the water,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0081_43912.jpg
1117,1117,44,araffe floating in the water with a fish in its beak,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0070_43916.jpg
1118,1118,44,araffe flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0041_44013.jpg
1119,1119,44,there is a bird that is flying over the water,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0048_43672.jpg
1120,1120,44,there is a bird flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0043_43685.jpg
1121,1121,44,there is a bird standing on the ground with its head down,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0039_43689.jpg
1122,1122,44,there is a bird flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0071_44146.jpg
1123,1123,44,araffe flying in the air with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0047_43698.jpg
1124,1124,44,there is a bird that is sitting on the grass by a rock,/shared/lisabdunlap/data/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0066_43714.jpg
1125,1125,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0001_31235.jpg
1126,1126,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0035_30985.jpg
1127,1127,45,there is a duck swimming in the water with a blue background,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0036_31760.jpg
1128,1128,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0039_31013.jpg
1129,1129,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0017_30979.jpg
1130,1130,45,there is a duck standing in the mud in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0042_31411.jpg
1131,1131,45,there is a duck that is floating in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0069_31291.jpg
1132,1132,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0096_31560.jpg
1133,1133,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0048_31312.jpg
1134,1134,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0064_31504.jpg
1135,1135,45,there is a duck that is sitting in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0030_31855.jpg
1136,1136,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0086_31346.jpg
1137,1137,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0029_31637.jpg
1138,1138,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0076_31639.jpg
1139,1139,45,there is a duck that is floating in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0066_31557.jpg
1140,1140,45,there is a duck that is walking in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0075_30892.jpg
1141,1141,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0097_30893.jpg
1142,1142,45,there is a duck that is standing in the water with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0084_31135.jpg
1143,1143,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0060_31686.jpg
1144,1144,45,arafed duck standing on a log in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0012_30920.jpg
1145,1145,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0005_30924.jpg
1146,1146,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0077_30929.jpg
1147,1147,45,there is a duck that is floating in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0070_31187.jpg
1148,1148,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0031_30935.jpg
1149,1149,45,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/046.Gadwall/Gadwall_0049_30936.jpg
1150,1150,46,yellow bird perched on a branch with a green background,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0017_32272.jpg
1151,1151,46,there is a yellow bird sitting on a branch with leaves,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0133_32802.jpg
1152,1152,46,yellow bird perched on a branch with green leaves in the background,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0001_32306.jpg
1153,1153,46,there is a yellow bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0128_32333.jpg
1154,1154,46,there is a yellow bird standing on the ground in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0053_32359.jpg
1155,1155,46,there is a yellow bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0087_32363.jpg
1156,1156,46,there is a yellow bird that is perched on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0048_32885.jpg
1157,1157,46,there is a yellow bird sitting on a rock in a bird bath,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0135_32107.jpg
1158,1158,46,yellow bird sitting on a branch of a tree with a black and white background,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0096_31876.jpg
1159,1159,46,there is a yellow bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0092_32910.jpg
1160,1160,46,there is a yellow bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0086_31887.jpg
1161,1161,46,there is a yellow bird perched on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0134_32409.jpg
1162,1162,46,there is a yellow bird sitting on a branch in the forest,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0091_31938.jpg
1163,1163,46,there is a yellow bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0126_32480.jpg
1164,1164,46,there is a small bird that is perched on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0041_31969.jpg
1165,1165,46,araffe bird perched on a wire with a tree in the background,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0045_31974.jpg
1166,1166,46,yellow bird with black and white feathers sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0043_31993.jpg
1167,1167,46,there is a yellow bird sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0111_32022.jpg
1168,1168,46,yellow and black bird perched on a white bowl in a yard,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0104_32540.jpg
1169,1169,46,there is a small bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0037_32071.jpg
1170,1170,46,there is a yellow bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0046_32105.jpg
1171,1171,46,araffe bird perched on a barbed wire fence with a green background,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0089_32152.jpg
1172,1172,46,yellow bird perched on a branch with a green background,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0014_32154.jpg
1173,1173,46,there is a yellow bird that is perched on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0056_32169.jpg
1174,1174,46,there is a yellow bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/047.American_Goldfinch/American_Goldfinch_0106_32182.jpg
1175,1175,47,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0053_794639.jpg
1176,1176,47,there is a bird that is sitting on a branch with a flower,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0041_794645.jpg
1177,1177,47,there is a bird that is standing in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0012_794646.jpg
1178,1178,47,there is a bird that is sitting on a branch eating,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0025_794647.jpg
1179,1179,47,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0090_794648.jpg
1180,1180,47,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0088_794651.jpg
1181,1181,47,there is a bird that is sitting on a plant with no leaves,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0093_794653.jpg
1182,1182,47,there is a bird that is sitting on a branch in the sky,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0107_794655.jpg
1183,1183,47,painting of a bird perched on a branch with a green background,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0004_33313.jpg
1184,1184,47,there is a bird that is sitting on a branch in the water,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0006_794661.jpg
1185,1185,47,there is a small bird that is sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0103_794664.jpg
1186,1186,47,there is a bird that is standing on a rock in the snow,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0064_794670.jpg
1187,1187,47,there is a bird that is sitting on a branch in the wild,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0014_794672.jpg
1188,1188,47,there is a bird that is sitting on a person's hand,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0032_794679.jpg
1189,1189,47,there is a bird that is sitting on a wire with its mouth open,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0100_794685.jpg
1190,1190,47,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0013_794687.jpg
1191,1191,47,there is a bird that is flying in the air near a tree,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0097_794688.jpg
1192,1192,47,there is a bird that is sitting on a plant with a blue sky in the background,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0074_33348.jpg
1193,1193,47,there is a small bird standing on the ground next to a leaf,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0030_33357.jpg
1194,1194,47,there is a bird that is sitting on a wire with a red and yellow stripe,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0068_33359.jpg
1195,1195,47,there is a bird that is sitting on a plant with a seed in its mouth,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0052_33082.jpg
1196,1196,47,there is a bird that is sitting on a branch with a green background,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0101_33127.jpg
1197,1197,47,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0098_33152.jpg
1198,1198,47,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0008_33153.jpg
1199,1199,47,there is a small bird standing in the grass with a worm in its mouth,/shared/lisabdunlap/data/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0045_794690.jpg
1200,1200,48,there is a blue bird sitting on a post by the water,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0073_33723.jpg
1201,1201,48,there is a bird that is standing on a post,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0089_33807.jpg
1202,1202,48,there is a blue bird sitting on a wooden bench,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0086_33818.jpg
1203,1203,48,there is a black bird standing on the sand of a beach,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0117_33576.jpg
1204,1204,48,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0112_33841.jpg
1205,1205,48,there is a black bird standing in the water with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0126_33593.jpg
1206,1206,48,there is a black bird sitting on a wooden post,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0070_33612.jpg
1207,1207,48,there is a black bird standing on a branch in the water,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0030_33615.jpg
1208,1208,48,there is a black bird standing in the water with a fish in its mouth,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0028_33777.jpg
1209,1209,48,there is a black bird sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0056_33649.jpg
1210,1210,48,there is a bird that is sitting on a table,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0043_33595.jpg
1211,1211,48,there is a black bird standing on the ground with gravel,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0085_33384.jpg
1212,1212,48,there is a bird that is standing in the water surrounded by plants,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0068_33387.jpg
1213,1213,48,there is a black bird sitting on a branch with a beak,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0062_33650.jpg
1214,1214,48,there is a bird that is standing on a rock by the water,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0041_33396.jpg
1215,1215,48,there is a black bird sitting on a branch in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0040_33417.jpg
1216,1216,48,there is a black bird sitting on a wooden railing next to a body of water,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0123_33695.jpg
1217,1217,48,there is a bird sitting on a wooden bench in a park,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0100_33985.jpg
1218,1218,48,there is a bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0017_33480.jpg
1219,1219,48,there is a bird that is flying over some water,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0027_33743.jpg
1220,1220,48,there is a bird that is standing in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0082_33488.jpg
1221,1221,48,there is a bird that is sitting on a plant with a blue sky in the background,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0113_33490.jpg
1222,1222,48,there is a black bird standing on the ground next to a yellow wall,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0063_33492.jpg
1223,1223,48,there is a black and blue bird sitting on a wooden fence,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0047_33500.jpg
1224,1224,48,there is a black bird sitting on a wooden bench,/shared/lisabdunlap/data/CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0050_33501.jpg
1225,1225,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0068_34052.jpg
1226,1226,49,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0023_34309.jpg
1227,1227,49,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0038_34321.jpg
1228,1228,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0053_34084.jpg
1229,1229,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0027_34341.jpg
1230,1230,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0079_34342.jpg
1231,1231,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0006_34347.jpg
1232,1232,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0056_34098.jpg
1233,1233,49,there is a duck that is sitting in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0026_34383.jpg
1234,1234,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0020_34131.jpg
1235,1235,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0017_34139.jpg
1236,1236,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0034_34142.jpg
1237,1237,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0013_34150.jpg
1238,1238,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0061_34407.jpg
1239,1239,49,there is a bird with a mohawk on its head swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0010_34151.jpg
1240,1240,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0041_34157.jpg
1241,1241,49,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0067_34416.jpg
1242,1242,49,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0073_34172.jpg
1243,1243,49,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0058_34174.jpg
1244,1244,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0052_34205.jpg
1245,1245,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0051_34209.jpg
1246,1246,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0045_34212.jpg
1247,1247,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0016_34334.jpg
1248,1248,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0015_34231.jpg
1249,1249,49,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/050.Eared_Grebe/Eared_Grebe_0062_34249.jpg
1250,1250,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0017_35073.jpg
1251,1251,50,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0103_34822.jpg
1252,1252,50,there is a bird that is swimming in the water with a fish in its mouth,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0055_35104.jpg
1253,1253,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0002_34577.jpg
1254,1254,50,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0076_34841.jpg
1255,1255,50,there is a bird with a red eye swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0039_34848.jpg
1256,1256,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0112_34864.jpg
1257,1257,50,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0031_34626.jpg
1258,1258,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0090_34640.jpg
1259,1259,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0098_34662.jpg
1260,1260,50,there is a bird with a mohawk on its head swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0046_34926.jpg
1261,1261,50,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0086_34749.jpg
1262,1262,50,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0072_34497.jpg
1263,1263,50,there is a bird that is sitting on the beach by the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0102_34448.jpg
1264,1264,50,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0093_34720.jpg
1265,1265,50,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0003_34983.jpg
1266,1266,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0101_35203.jpg
1267,1267,50,there is a bird with a yellow head swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0099_34989.jpg
1268,1268,50,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0019_34811.jpg
1269,1269,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0033_34736.jpg
1270,1270,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0066_34738.jpg
1271,1271,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0006_34718.jpg
1272,1272,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0088_35023.jpg
1273,1273,50,there is a bird that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0070_34514.jpg
1274,1274,50,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0041_34535.jpg
1275,1275,51,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/052.Pied_billed_Grebe/Pied_Billed_Grebe_0064_35843.jpg
1276,1276,51,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/052.Pied_billed_Grebe/Pied_Billed_Grebe_0082_35356.jpg
1277,1277,51,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/052.Pied_billed_Grebe/Pied_Billed_Grebe_0099_35872.jpg
1278,1278,51,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/052.Pied_billed_Grebe/Pied_Billed_Grebe_0115_35362.jpg
1279,1279,51,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/052.Pied_billed_Grebe/Pied_Billed_Grebe_0119_35377.jpg
1280,1280,51,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/052.Pied_billed_Grebe/Pied_Billed_Grebe_0033_35379.jpg
1281,1281,51,there is a duck that is floating in the water,/shared/lisabdunlap/data/CUB_200_2011/images/052.Pied_billed_Grebe/Pied_Billed_Grebe_0081_35409.jpg
